nct_id	measurement	text	Symbol	label
NCT02831673	Blood and/or urine were collected to perform evaluation of renal inflammation biomarkers which included Urine and Serum B2M, Urine Albumin/Creatinine, Urine B2M/Urine Creatinine, Urine Phosphate, Urine Protein/Creatinine, Urine RBP 4 and Urine RBP 4/Urine Creatinine. Baseline value is defined as the latest pre-dose assessment. Ratio to Baseline was calculated as ratio of post-dose visit value over Baseline value. Statistical analysis of changes from baseline were performed on log-transformed data. Results were transformed back via exponential transformation such that treatment comparisons are assessed via odds ratios. Estimated ratio of geometric means (each visit over Baseline) and 95% confidence interval (CI) have been presented.	Albumin	ALB	protein
NCT02831764	Blood and/or urine were collected to perform evaluation of renal inflammation biomarkers: Urine and Serum B2M, Urine Albumin/Creatinine, Urine B2M/Urine Creatinine, Urine Phosphate, Urine Protein/Creatinine, Urine RBP 4 and Urine RBP 4/Urine Creatinine. Baseline value was the latest pre-dose assessment. Change from Baseline was performed on log-transformed data. Ratio to Baseline was calculated as ratio of post-dose visit value over Baseline value. Geometric mean ratio and 95% CI of geometric mean ratio have been presented. Biomarkers were Adjusted for treatment, Baseline plasma HIV-1 RNA, Baseline CD4+ cell count, age, sex, race, presence of diabetes mellitus, presence of hypertension, loge transformed Baseline biomarker value, treatment and visit interaction, and loge transformed Baseline biomarker value and visit interaction; with visit as the repeated factor.	Albumin	ALB	protein
NCT02849418	Blood samples were collected for analysis of following clinical chemistry parameters; Albumin, Alkaline Phosphatase (Alk Phosp), Alanine Amino Transferase (ALT), Aspartate Amino Transferase (AST), Direct Bilirubin (Bil), Total Bil, Calcium, Chloride, Creatinine, Glucose, Potassium, Sodium, Total Protein (T Protein), Urea/blood urea nitrogen (BUN) and Uric acid. Participants were counted in the worst case category that their value changes to (Low, Normal or High), unless there is no change in their category. Participants whose value category was unchanged (e.g. High to High) or whose value became normal, are recorded in the 'To Normal or No Change' category. Participants were counted twice if the participant had values that changed 'To Low' and 'To High', so the percentages may not add to 100 percent. Baseline is the latest pre-dose assessment with a non-missing value, including those from unscheduled visits. Only categories with non-zero values have been presented.	Albumin	ALB	protein
NCT03152617	Blood biochemistry package: Retinol, RBP, Vitamins B, Vid D, methylmalonate, homocysteine, hemoglobulin, MCV, MCH, MCHC, reticulocytes, iron, transferrin, ferritin , Zn, S-Albumin, creatinine, blood lipid profile, ALP; reported value will be number of patients with one or more abnormal laboratory value(-s).	transferrin	TF	protein
NCT03287882	Biomarkers: serum ferritin, serum transferrin receptor, hepcidin, serum retinol, serum 25(OH)D, alpha-glycolytic protein, C-reactive protein (women)	C-reactive protein	CRP	protein
NCT03287882	Biomarkers: serum ferritin, serum transferrin receptor, hepcidin, serum retinol, serum 25(OH)D, alpha-glycolytic protein, C-reactive protein (women)	transferrin receptor	TF	protein
NCT03287882	Biomarkers: serum ferritin, serum transferrin receptor, hepcidin, serum retinol, serum 25(OH)D, alpha-glycolytic protein, C-reactive protein (women)	transferrin receptor	TFRC	protein
NCT03345407	Blood samples were collected for the analysis of clinical chemistry parameters including: blood urea nitrogen (BUN), creatinine (Crt), glucose (Glu), potassium (Pot), sodium (Sod), calcium (Cal), aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase (ALP), total and direct bilirubin, total protein and albumin (Alb). Participants are counted in the worst case category if their value changes to (low, within range or no change, or high). Participants whose value category was unchanged (e.g., High to High), or whose value became within range, are recorded in the To w/in Range or No Change category. Participants are counted twice if the participant has values that changed To Low and To High, so the percentages may not add to 100%. Participants with missing baseline value are assumed to have within range value.	alanine aminotransferase	GPT	protein
NCT03345407	Blood samples were collected for the analysis of clinical chemistry parameters including: blood urea nitrogen (BUN), creatinine (Crt), glucose (Glu), potassium (Pot), sodium (Sod), calcium (Cal), aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase (ALP), total and direct bilirubin, total protein and albumin (Alb). Participants are counted in the worst case category if their value changes to (low, within range or no change, or high). Participants whose value category was unchanged (e.g., High to High), or whose value became within range, are recorded in the To w/in Range or No Change category. Participants are counted twice if the participant has values that changed To Low and To High, so the percentages may not add to 100%. Participants with missing baseline value are assumed to have within range value.	Alb	ALB	protein
NCT03345407	Blood samples were collected for the analysis of clinical chemistry parameters including: blood urea nitrogen (BUN), creatinine (Crt), glucose (Glu), potassium (Pot), sodium (Sod), calcium (Cal), aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase (ALP), total and direct bilirubin, total protein and albumin (Alb). Participants are counted in the worst case category if their value changes to (low, within range or no change, or high). Participants whose value category was unchanged (e.g., High to High), or whose value became within range, are recorded in the To w/in Range or No Change category. Participants are counted twice if the participant has values that changed To Low and To High, so the percentages may not add to 100%. Participants with missing baseline value are assumed to have within range value.	albumin	ALB	protein
NCT03345407	Blood samples were collected for the analysis of clinical chemistry parameters including: blood urea nitrogen (BUN), creatinine (Crt), glucose (Glu), potassium (Pot), sodium (Sod), calcium (Cal), aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase (ALP), total and direct bilirubin, total protein and albumin (Alb). Participants are counted in the worst case category if their value changes to (low, within range or no change, or high). Participants whose value category was unchanged (e.g., High to High), or whose value became within range, are recorded in the To w/in Range or No Change category. Participants are counted twice if the participant has values that changed To Low and To High, so the percentages may not add to 100%. Participants with missing baseline value are assumed to have within range value.	ALT	GPT	protein
NCT03441984	Blood samples were collected for the analysis of clinical chemistry parameters including ALT, ALP, AST and CPK. Day -1 was defined as Baseline for clinical chemistry parameters. Change from Baseline value is calculated as the value at the post-dose visit minus the Baseline value.	ALP	ALPL	protein
NCT03441984	Blood samples were collected for the analysis of clinical chemistry parameters including ALT, ALP, AST and CPK. Day -1 was defined as Baseline for clinical chemistry parameters. Change from Baseline value is calculated as the value at the post-dose visit minus the Baseline value.	AST	GOT1	protein
NCT03441984	Blood samples were collected for the analysis of clinical chemistry parameters including ALT, ALP, AST and CPK. Day -1 was defined as Baseline for clinical chemistry parameters. Change from Baseline value is calculated as the value at the post-dose visit minus the Baseline value.	AST	GOT2	protein
NCT03441984	Blood samples were collected for the analysis of clinical chemistry parameters including ALT, ALP, AST and CPK. Day -1 was defined as Baseline for clinical chemistry parameters. Change from Baseline value is calculated as the value at the post-dose visit minus the Baseline value.	CPK	PIK3C2A	protein
NCT03809598	Blood assay for inflammatory marker IL6	IL6	IL6	protein
NCT03860714	blood Aspartate aminotransferase （AST）levels	AST	GOT1	protein
NCT03860714	blood Aspartate aminotransferase （AST）levels	AST	GOT2	protein
NCT03875625	Blood biochemistry for assessing β-cell function and insulin resistance (IR)	insulin	INS	protein
NCT03906149	Biomarkers: tumor necrosis factor-alpha	tumor necrosis factor-alpha	TNF	protein
NCT03906175	Biomarkers: tumor necrosis factor alpha	tumor necrosis factor alpha	TNF	protein
NCT04171323	blood based biomarker insulin growth factor-1 (IGF-1), IGF binding protein-1 (IGFBP1) and IGFBP-2	insulin	INS	protein
NCT04491240	Blood biochemistry C reactive protein level in serum.	C reactive protein	CRP	protein
NCT04505059	Blood Biomarker (CRP)	CRP	CRP	protein
NCT04510324	Blood and urine analysis will be performed to determine c-reactive protein levels after each intervention	c-reactive protein	CRP	protein
NCT04564924	Blood biochemistry ：the ALP、PTH、25-OH VitD、osteocalcin、T-P1NP and β-CTX were used to detect bone metabolism	PTH	PTRH1	protein
NCT04564924	Blood biochemistry ：the ALP、PTH、25-OH VitD、osteocalcin、T-P1NP and β-CTX were used to detect bone metabolism	PTH	PTH	protein
NCT04572360	Blood Biochemistry Tests - Serum Levels of Insulin (pmol/l)	Insulin	INS	protein
NCT04572360	Blood Biochemistry Tests - Prothrombin Time (seconds)	Prothrombin	F2	protein
NCT04602442	Blood biochemistry (CRP)	CRP	CRP	protein
NCT04761406	Blood AST level (U/l)	AST	GOT1	protein
NCT04761406	Blood AST level (U/l)	AST	GOT2	protein
NCT04761913	Blood Biomarker associated with a cytokine storm - C-Reactive Protein (measured in mg/L)	C-Reactive Protein	CRP	protein
NCT04780490	Blood ANP concentration will be determined using an enzyme-linked immunosorbent assay kit	ANP	NPPA	protein
NCT04863313	Blood AST concentration will be measured after an overnight fast.	AST	GOT1	protein
NCT04863313	Blood AST concentration will be measured after an overnight fast.	AST	GOT2	protein
NCT05146869	Blood biochemistry test includes alanine aminotransferase, aspartate aminotransferase, amylase, alkaline phosphatase and in U/L.	alanine aminotransferase	GPT	protein
NCT05146869	Blood biochemistry test includes total protein, albumin and albumin in g/L.	albumin	ALB	protein
